;nome_do_indicador;tema_(s);periodicidade;fonte;fonte_ibge;ultima_atualizacao;offset;ano_atual;atualizado;atualizado_txt;ultimo_ano_atualizavel;delay_atualizacao
105;08.03.06 Empresas abertas na cidade de São Paulo pelo Programa Empreenda Fácil;Economia Trabalho e Renda,Gestão Pública,ODS São Paulo;anual;Secretaria Municipal de Inovação e Tecnologia (SMIT);False;2019.0;1.0;2022;False;Não;2021.0;-2.0
106;08.08.03 Número de Notificações de Acidentes de Trabalho de pessoas pretas/pardas no município;ODS São Paulo,Saúde;anual;Fonte: Tabnet/SINAN/Secretaria Municipal de Saúde (SMS);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
107;17.03.03 Recursos investidos não-reembolsáveis em políticas públicas no município por meio de cooperações/parcerias internacionais (R$);Gestão Pública,ODS São Paulo;anual;Secretaria Municipal de Relações Internacionais (SMRI);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
108;17.06.01 Missões ou participação em eventos internacionais relacionados aos temas de ciência, tecnologia e inovação;Gestão Pública,ODS São Paulo;anual;Secretaria Municipal de Relações Internacionais (SMRI);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
109;Taxa de mortalidade de mulheres vítimas de agressão (por 100 mil mulheres);Segurança e Violência;anual;"Sistema de Informação Sobre Mortalidade (SIM)/Ministério da Saúde (MS); Secretaria Municipal da Saúde (SMS)";False;2018.0;1.0;2022;False;Não;2021.0;-3.0
110;População em idade ativa;População;quinquenal;Fundação Sistema Estadual de Análise de Dados (SEADE);False;2020.0;5.0;2022;True;Sim;2017.0;3.0
111;Proporção de empregos formais no Comércio do Município em relação ao Comércio do Estado (%);Economia Trabalho e Renda;anual;Relação Anual de Informações Sociais (RAIS);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
112;01.02.02 Quantidade de famílias em situação de baixa renda (renda por pessoa de ¼ até ½ salário mínimo);Assistência Social,ODS São Paulo;anual;Secretaria Municipal de Assistência e Desenvolvimento Social (SMADS);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
113;11.06.02 Emissão de material particulado (MP) pela frota de ônibus municipais;Meio Ambiente,ODS São Paulo,PPA 2018-2021;anual;Secretaria Municipal de Mobilidade e Transportes (SMT);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
114;Percurso médio mensal da frota de veículos do sistema municipal de transporte;Mobilidade e Segurança no Trânsito;anual;"Secretaria Municipal de Mobilidade e Transportes (SMT); São Paulo Transporte (SPTrans)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
115;Mortes no trânsito (por 10 mil veículos);Mobilidade e Segurança no Trânsito;anual;"Coordenadoria Estadual de Trânsito de São Paulo (DETRAN-SP); Secretaria de Segurança Pública (SSP); Companhia de Engenharia de Tráfego (CET); Secretaria Municipal de Mobilidade e Trânsito (SMT)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
116;Número de novos Núcleos de Apoio à Estratégia de Saúde da Famíllia (NASF) implantados;PPA 2018-2021,Saúde;anual;"Cadastro Nacional de Estabelecimentos de Saúde - CNES; Secretaria Municipal de Saúde (SMS)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
117;15.07.03 Número de animais silvestres resgatados pela Guarda Civil Metropolitana Ambiental, encaminhados para cativeiro e monitorados;Meio Ambiente,ODS São Paulo;anual;"SisVigiFauna - Sistema de Vigilância da Fauna Silvestre da Divisão de Defesa e Vigilância Ambiental - DDVA; Secretaria Municipal de Segurança Urbana (SMSU)";False;2019.0;1.0;2022;False;Não;2021.0;-2.0
118;15.01.03 Área do MSP correspondente a Unidades de Conservação de Uso Sustentável (%);Meio Ambiente,ODS São Paulo;anual;SVMA / CPA / DIA;False;2020.0;1.0;2022;False;Não;2021.0;-1.0
119;Cobertura vegetal por habitante (m2/hab);Meio Ambiente,PPA 2018-2021;anual;Secretaria Municipal do Verde e do Meio Ambiente (SVMA);False;2015.0;1.0;2022;False;Não;2021.0;-6.0
120;Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Desporto e Lazer (%);Finanças Públicas;anual;Secretaria Municipal da Fazenda (SF);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
121;03.06.10 Proporção de vias da cidade com velocidade superior a 50 km/h (%);Mobilidade e Segurança no Trânsito,ODS São Paulo;anual;Secretaria Municipal de Mobilidade e Transportes (SMT);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
122;17.16.01 Acordos e compromissos internacionais assumidos pela Prefeitura alinhados diretamente ao alcance dos objetivos de desenvolvimento sustentável;Gestão Pública,ODS São Paulo;anual;Secretaria Municipal de Relações Internacionais (SMRI);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
123;Número acumulado de oficinas realizadas nos centros de atendimento vinculados à Secretaria de Direitos Humanos e Cidadania junto à comunidade visando a divulgação dos serviços e promoção e defesa de Direitos Humano;Direitos Humanos e Cidadania,PPA 2018-2021;anual;Secretaria Municipal de Direitos Humanos e Cidadania (SMDHC);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
124;Equipamentos esportivos municipais (por 10 mil habitantes);Esporte e Lazer,PPA 2018-2021;anual;"Fundação Sistema Estadual de Análise de Dados (SEADE); Secretaria Municipal de Esportes e Lazer (SEME)";False;2018.0;1.0;2022;False;Não;2021.0;-3.0
125;17.17.04 Número de Contratos com o Terceiro Setor;Gestão Pública,ODS São Paulo;anual;"Coordenação de Parcerias com o Terceiro Setor - COPATS, Secretaria Executiva de Gestão - SEGES; Secretaria do Governo Municipal (SGM)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
126;10.07.04 Número de pessoas acolhidas (estrangeiros) nos serviços de acolhimento institucional da Secretaria Municipal de Desenvolvimento e Assistência Social;Assistência Social,ODS São Paulo;anual;Secretaria Municipal de Assistência e Desenvolvimento Social (SMADS);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
127;Razão de internações clínico-cirúrgicas de média complexidade do Sistema Único de Saúde e população residente (por 100 habitantes);Saúde;anual;"Sistema de Informações Hospitalares do Sistema Único de Saúde (SIHSUS); Fundação Sistema Estadual de Análise de Dados (SEADE)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
128;05.05.09 Percentual de Servidoras municipais ativas com deficiência (%);Gestão Pública,ODS São Paulo;anual;"Coordenadoria de Gestão de Pessoas, da Secretaria Municipal de Gestão - COGEP/SEGES; Secretaria do Governo Municipal (SGM)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
129;Taxa de Universalização da Educação Básica obrigatória (%);Educação;anual;"Fundação Sistema Estadual de Análise de Dados (SEADE)
Censo Ministério da Educação (MEC); Secretaria Municipal de Educação (SME)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
130;02.0a.03 Valores investidos direta e indiretamente por meio de cooperação internacional em produção agrícola ambientalmente sustentável no município (R$);Finanças Públicas,Gestão Pública,ODS São Paulo;anual;Secretaria Municipal de Relações internacionais (SMRI);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
131;11.05.09 Áreas de risco hidrológico na cidade de São Paulo (m²);Moradia e Saneamento Básico,ODS São Paulo,Zeladoria;anual;Secretaria Municipal de Segurança Urbana (SMSU)/Coordenação Municipal de Defesa Civil (COMDEC)/ Divisão de Prevenção (DPREV);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
132;04.01.01 Taxa de Universalização do Ensino Fundamental (%);Educação,ODS São Paulo,PPA 2018-2021;anual;Censo Escolar do Ministério da Educação (MEC), Fundação Estadual Sistema de Análise de Dados (SEADE) e Secretaria Municipal da Educação (SME);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
133;11.01.01 Déficit habitacional em relação ao total de domicílios (%);Moradia e Saneamento Básico,ODS São Paulo;decenal;"Instituto Brasileiro de Geografia e Estatística (IBGE); Fundação João Pinheiro (FJP)";True;2010.0;10.0;2022;False;Não;2012.0;-2.0
134;Unidades de Habitação de Mercado Popular (HMP) licenciadas;Desenvolvimento Urbano;anual;Secretaria Municipal de Licenciamento (SEL);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
135;15.0a.02 Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Gestão Ambiental (R$);Finanças Públicas,ODS São Paulo;anual;"PNAD/IBGE; Secretaria Municipal da Fazenda (SF)";True;2020.0;1.0;2022;False;Não;2021.0;-1.0
136;05.02.01 Número de atendimentos pelos equipamentos de mulheres da Secretaria Municipal de Direitos Humanos e Cidadania;Direitos Humanos e Cidadania,ODS São Paulo;anual;Secretaria Municipal de Direitos Humanos e Cidadania (SMDHC);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
137;População com deficiência Mental/Intelectual em relação ao total de pessoas com deficiência (%);Acessibilidade e Pessoa com Deficiência;anual;Secretaria Municipal da Pessoa com Deficiência (SMPED);False;2010.0;1.0;2022;False;Não;2021.0;-11.0
138;09.0c.02 Acessos nos equipamentos públicos dos programas Telecentros e DIGILAB LIVRE SP;Gestão Pública,ODS São Paulo;anual;Secretaria Municipal de Inovação e Tecnologia (SMIT);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
139;03.06.04 Mortes de ciclistas no trânsito (por 100 mil habitantes);Mobilidade e Segurança no Trânsito,ODS São Paulo,PPA 2018-2021;anual;"Coordenadoria Estadual de Transito de São Paulo (DETRAN-SP), Secretaria de Segurança Pública (SSP); Companhia de Engenharia de Tráfego (CET); Secretaria Municipal de Mobilidade e Transportes (SMT)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
140;05.05.02 Servidoras públicas ativas mulheres (%);Gestão Pública,ODS São Paulo;anual;Secretaria Municipal de Gestão (SMG);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
141;15.01.04 Área natural protegida no MSP (%);Meio Ambiente,ODS São Paulo;anual;SVMA / CPA / DIA;False;2020.0;1.0;2022;False;Não;2021.0;-1.0
142;Número de cidadãos atingidos por ações de educação ambiental;Meio Ambiente,PPA 2018-2021;anual;Secretaria Municipal do Verde e Meio Ambiente (SVMA);False;2019.0;1.0;2022;False;Não;2021.0;-2.0
143;Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Administração (%);Finanças Públicas;anual;Secretaria Municipal da Fazenda (SF);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
144;Número de casos de notificação de violência contra pessoas idosas;Segurança e Violência;anual;"Sistema de  Informações para Vigilância de Violências e Acidentes (SINAN); Secretaria Municipal da Saúde (SMS)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
145;11.02.22 Percentual de transações de embarque no transporte público municipal com Bilhete Único do estudante - desconto de 50% (%);Mobilidade e Segurança no Trânsito,ODS São Paulo;anual;Secretaria Municipal de Mobilidade e Trânsito (SMT);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
146;16.06.09 Percentual de avaliações positivas do descomplica;Direitos Humanos e Cidadania,Gestão Pública,ODS São Paulo;anual;Secretaria Municipal de Inovação e Tecnologia (SMIT);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
147;Preço médio das diárias em hotéis (R$);Turismo;anual;São Paulo Turismo S/A (SPTuris);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
148;03.09.05 VigiSolo – Inspeções em Áreas Contaminadas com Risco Confirmado;Meio Ambiente,ODS São Paulo,Saúde;anual;"Sistema da Companhia Ambiental do Estado de São Paulo (CETESB); Secretaria Municipal da Saúde (SMS); Secretaria de Estado da Saúde (SES)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
149;População em idade escolar - 15 a 17 anos;População;anual;Fundação Sistema Estadual Análise de Dados (SEADE);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
150;Professores da rede municipal com ensino superior completo (%);Educação;anual;"Censo do Ministério da Educação (MEC); Secretaria Municipal de Educação (SME)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
151;Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Judiciária (%);Finanças Públicas;anual;Secretaria Municipal da Fazenda (SF);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
152;04.03.03 Número de vagas na Rede Uniceu para Especialização;Educação,ODS São Paulo;anual;Secretaria Municipal de Educação (SME);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
153;Número de casos novos em Aids em menores de 5 anos;Saúde;anual;"Sistema de Informação de Agravos de Notificação (SINAN); Secretaria Municipal da Saúde (SMS)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
154;Proporção de empregos formais na Construção Civil do Município (%);Economia Trabalho e Renda;anual;RAIS;False;2020.0;1.0;2022;False;Não;2021.0;-1.0
155;Responsáveis por domicílios com rendimento de mais de 2 até 3 Salários Mínimos (%);Economia Trabalho e Renda;decenal;Instituto Brasileiro de Geografia e Estatística (IBGE);True;2010.0;10.0;2022;False;Não;2012.0;-2.0
156;15.01.07 Frequência nos Parques Naturais Municipais;Meio Ambiente,ODS São Paulo;anual;SVMA / CGPABI / DGUC;False;2020.0;1.0;2022;False;Não;2021.0;-1.0
157;16.06.03 Percentual de recursos registrados no sistema de informação ao cidadão (1a, 2a e 3a instâncias) (%);Gestão Pública,ODS São Paulo;anual;"Controladoria Geral do Município (CGM); Ouvidoria Geral do Município (OGM)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
158;Número de novos leitos hospitalares de desintoxicação disponibilizados;PPA 2018-2021,Saúde;anual;Secretaria Municipal de Saúde (SMS);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
159;08.09.02 Taxa de ocupação média dos hotéis (%);ODS São Paulo,Turismo;anual;São Paulo Turismo S/A (SPTuris);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
160;04.01.04 Taxa de distorção da idade-ano para o ano no Ensino Fundamental nos anos finais (%);Educação,ODS São Paulo;anual;"Censo escolar do Ministério da Educação (MEC); Secretaria Municipal da Educação (SME)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
161;11.02.20 Percentual de transações de embarque no transporte público municipal com Bilhete Único da pessoa com deficiência (%);Acessibilidade e Pessoa com Deficiência,Mobilidade e Segurança no Trânsito,ODS São Paulo;anual;Secretaria Municipal de Mobilidade e Trânsito (SMT);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
162;17.11.02 Valor das exportações do agronegócio no Município (em bilhões US$);Economia Trabalho e Renda,ODS São Paulo;anual;Ministério da Economia. Subsecretaria de Inteligência e Estatísticas de Comércio Exterior. SISCOMEX. Disponível em: http://comexstat.mdic.gov.br/pt/comex-vis;False;2020.0;1.0;2022;False;Não;2021.0;-1.0
163;17.07.01 Participação em redes internacionais de cidades, acordos e compromissos internacionais relacionados à desenvolvimento, transferência, disseminação e difusão de tecnologias ambientalmente corretas;Gestão Pública,ODS São Paulo;anual;Secretaria Municipal de Relações Internacionais (SMRI);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
164;Número de dispositivos intrauterinos utilizados por ano;PPA 2018-2021,Saúde;anual;"Central de Distribuição de Medicamentos (CDMEC); Secretaria Municipal de Saúde (SMS)";False;2018.0;1.0;2022;False;Não;2021.0;-3.0
165;05.0a.03 Termos de Permissão de Uso emitidos em nome da mulher da família (%);Moradia e Saneamento Básico,ODS São Paulo;anual;Sistema Municipal de Informações Habitacionais (Habitasampa)/Secretaria Municipal de Habitação (SEHAB)/Coordenadoria de Regularização Fundiária(CRF)/Divisão de Trabalho Social de Regularização Fundiária(DSR);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
166;17.16.03 Acordos e compromissos nacionais assumidos pela Prefeitura alinhados diretamente ao alcance dos objetivos de desenvolvimento sustentável;Gestão Pública,ODS São Paulo;anual;Secretaria Municipal de Relações Internacionais (SMRI);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
167;11.06.03 Emissão de dióxido de carbono (CO2) pela frota de ônibus municipais;Meio Ambiente,ODS São Paulo,PPA 2018-2021;anual;Secretaria Municipal de Mobilidade e Transporte (SMT);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
168;Número de atendimentos realizados pelos serviços de promoção da igualdade racial vinculados à SMDHC;Direitos Humanos e Cidadania;anual;Secretaria Municipal de Direitos Humanos e Cidadania (SMDHC);False;2018.0;1.0;2022;False;Não;2021.0;-3.0
169;Números de participantes em ações ambientais promovidas pela Secretária Municipal de Esportes e Lazer/PEMA;Esporte e Lazer;anual;Secretaria Municipal de Esportes e Lazer (SEME);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
170;Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Relações Exteriores (%);Finanças Públicas;anual;Secretaria Municipal da Fazenda (SF);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
171;17.01.04 Participação dos Impostos Municipais na Receita Corrente municipal (%);Finanças Públicas,ODS São Paulo;anual;Secretaria Municipal da Fazenda (SF);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
172;Número de novos serviços de urgência e emergência implantados;PPA 2018-2021,Saúde;anual;Secretaria Municipal de Saúde (SMS);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
173;Cobertura da vacina Pentavalente (3ª dose) em crianças menores de 1 ano de idade (%);Saúde;anual;"API/SI-PNI / SIGA-BI / SINASC; Secretaria Municipal da Saúde (SMS)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
174;10.07.03 Microempreendedores Individuais de nacionalidade estrangeira;Economia Trabalho e Renda,ODS São Paulo;anual;Ministério da Economia, Secretaria Municipal de Desenvolvimento Econômico, Trabalho e Turismo (SMDET);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
175;01.05.03 Famílias em atendimento habitacional provisório por situação de risco e emergência (%);Moradia e Saneamento Básico,ODS São Paulo;anual;Sistema Municipal de Informações Habitacionais (Habitasampa)/Secretaria Municipal de Habitação (SEHAB)/Departamento de Planejamento Habitacional (DEPLAN);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
176;09.02.04 Déficit de ocupação de vagas por pessoas com deficiência empregadas no setor industrial (%);Acessibilidade e Pessoa com Deficiência,Economia Trabalho e Renda,ODS São Paulo;anual;"Relação Anual de Informações Sociais(RAIS); Secretaria Municipal da Pessoa com Deficiência (SMPED)";False;2019.0;1.0;2022;False;Não;2021.0;-2.0
177;08.04.02 Número de Iniciativas de Economia Circular no município de São Paulo;Economia Trabalho e Renda,ODS São Paulo;anual;Secretaria Municipal de Relações internacionais (SMRI);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
178;16.05.05 Número de Sistemas eletrônicos de combate à corrupção existentes no  órgão central de controle interno;Gestão Pública,ODS São Paulo;anual;Controladoria Geral do Município (CGM);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
179;Aglomeração de empregos no Comércio - Município em relação ao Estado;Economia Trabalho e Renda;anual;"Relação Anual de Informações Sociais (RAIS); Secretaria Municipal de Desenvolvimento Econômico e Trabalho (SMDET)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
180;11.02.23 Percentual de transações de embarque no transporte público municipal com Bilhete Único do idoso (%);Mobilidade e Segurança no Trânsito,ODS São Paulo;anual;Secretaria Municipal de Mobilidade e Trânsito (SMT);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
181;12.08.06 Número total de horas em atividades formativas que tratam das temáticas de sustentabilidade e desenvolvimento sustentável oferecidos por ano pela Escola Municipal de Administração Pública de São Paulo (EMASP;Gestão Pública,ODS São Paulo;anual;"Planilha de Estatística Anual da EMASP; Secretaria do Governo Municipal (SGM)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
182;09.0c.08 Capacidade de atendimento do conjunto dos espaços de trabalho colaborativos gratuitos - Teias;Economia Trabalho e Renda,ODS São Paulo;anual;Secretaria Municipal de Desenvolvimento Econômico e Trabalho (SMDET).;False;2020.0;1.0;2022;False;Não;2021.0;-1.0
183;15.02.05 Acompanhamento de demolições de construções irregulares em áreas ambientais (GCM-Ambiental);Meio Ambiente,ODS São Paulo;anual;"Secretaria Municipal de Segurança Urbana (SMSU); SIG-GCM: Sistema de Informações de Gerenciamento da Guarda Civil Metropolitana e Divisão de Defesa e Vigilância Ambiental DDVA/VigiBio/CIA";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
184;16.07.05 Percentual de Mulheres negras em cargos gerenciais no governo do município (%);Gestão Pública,ODS São Paulo;anual;"Coordenadoria de Gestão de Desenvolvimento Institucional, da Secretaria Municipal de Gestão - COGEDI/SG; Secretaria do Governo Municipal (SGM)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
185;08.07.02 Número de Crianças e adolescentes abordados em situação de trabalho infantil, por técnicos da SMADS;Assistência Social,ODS São Paulo;anual;Secretaria Municipal de Assistência e Desenvolvimento Social (SMADS);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
186;17.11.03 Número de exportadores de produtos no Município;Economia Trabalho e Renda,ODS São Paulo;anual;Ministério da Economia. Disponível em: https://www.gov.br/produtividade-e-comercio-exterior/pt-br/assuntos/comercio-exterior/estatisticas/empresas-brasileiras-exportadoras-e-importadoras. Acesso em: 22.10.2021;False;2020.0;1.0;2022;False;Não;2021.0;-1.0
187;Vagas disponíveis em programas de formação cultural continuada (por 100 mil habitantes);Cultura;anual;"Fundação Sistema Estadual de Análise de Dados (SEADE); Secretaria Municipal de Cultura (SMC)";False;2017.0;1.0;2022;False;Não;2021.0;-4.0
188;Nível de Limpeza, Conservação e Manutenção da Frota de veículos do Sistema de Transporte municipal;Mobilidade e Segurança no Trânsito;anual;"São Paulo Transporte (SPTrans); Secretaria Municipal de Mobilidade e Transportes (SMT)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
189;12.08.04 Carga horária em atividades oferecidas por ano pela Universidade Aberta do Meio Ambiente e Cultura de Paz – UMAPAZ;Meio Ambiente,ODS São Paulo;anual;"Secretaria do Verde e Meio Ambiente (SVMA); CEA - UMAPAZ";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
190;11.02.05 Percentual do viário da cidade com infraestrutura dedicada aos ônibus (corredores de ônibus) (%);Mobilidade e Segurança no Trânsito,ODS São Paulo;anual;Secretaria Municipal de Mobilidade e Trânsito (SMT);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
191;11.05.01 Áreas inundáveis do município de São Paulo (km²);ODS São Paulo,Zeladoria;anual;Secretaria Municipal de Infraestrutura Urbana e Obras (SIURB);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
192;11.07.01 Parques totalmente acessíveis (%);Meio Ambiente,ODS São Paulo;anual;"Secretaria Municipal do Verde e Meio Ambiente (SVMA); CGPABI; DIPO";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
193;Número de vagas de exames disponibilizadas;PPA 2018-2021,Saúde;anual;"Sistema Integrado de Gestão e Assistência à Saúde (SIGA); Secretaria Municipal de Saúde (SMS)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
194;Taxa de ocorrências registradas de furtos (por 100 mil hab);Segurança e Violência;anual;"Fundação Sistema Estadual de Análise de Dados (SEADE) Secretaria de Segurança Pública (SSP); Secretaria de Desenvolvimento Urbano (SMDU)";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
195;Mortes de motociclistas no trânsito (por 10 mil motocicletas);Mobilidade e Segurança no Trânsito;anual;"Coordenadoria Estadual de Trânsito de São Paulo (DETRAN-SP); Secretaria de Segurança Pública (SSP); Companhia de Engenharia de Tráfego (CET); Secretaria Municipal de Mobilidade e Trânsito (SMT)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
196;Tempo médio de atendimento para análises clínicas (adulto e infantil) - Exames Hematológicos;PPA 2018-2021,Saúde;anual;Secretaria Municipal da Saúde (SMS), Sistema Integrado de Gestão da Assistência à Saúde/SIGA-Saúde SP;False;2021.0;1.0;2022;True;Sim;2021.0;0.0
197;Proporção de exame anti-HIV realizados entre casos novos de tuberculose (%);Saúde;anual;"Cadastro Nacional de Estabelecimentos de Saúde (CNES); Secretaria Municipal da Saúde (SMS); TBWeb";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
198;10.01.04 Taxa de variação da renda per capita da população do município de São Paulo (%);Economia Trabalho e Renda,ODS São Paulo;anual;"Pnad Contínua (IBGE); Secretaria Municipal da Fazenda (SF)";True;2020.0;1.0;2022;False;Não;2021.0;-1.0
199;Proporção de empregos formais em economia criativa (%);Economia Trabalho e Renda;anual;Secretaria Municipal de Desenvolvimento Econômico e Trabalho (SMDET) - Observatório do Trabalho;False;2019.0;1.0;2022;False;Não;2021.0;-2.0
200;17.04.04 Receita Corrente Líquida (RCL) do município (R$);Finanças Públicas,ODS São Paulo;anual;Secretaria Municipal da Fazenda (SF);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
201;Cobertura da vacina contra Poliomielite (3ª dose) em crianças de 1 a 2 anos de idade (%);Saúde;anual;"Sistema de Informações sobre Nascidos Vivos (SINASC); Sistema Único de Saúde (SUS); Secretaria Municipal da Saúde (SMS); API; SI-PNI; SIGA-BI";False;2021.0;1.0;2022;True;Sim;2021.0;0.0
202;Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Gestão Ambiental (%);Finanças Públicas;anual;Secretaria Municipal da Fazenda (SF);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
203;01.05.01 Pessoas afetadas por eventos climáticos extremos, atendidos pela política de assistência social;Assistência Social,ODS São Paulo;anual;Secretaria Municipal de Assitência e Desenvolvimento Social (SMADS);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
204;População total - mulheres;População;anual;Fundação Sistema Estadual de Análise de Dados (SEADE);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
205;Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Saúde (%);Finanças Públicas;anual;Secretaria Municipal da Fazenda (SF);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
206;Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Urbanismo (%);Finanças Públicas;anual;Secretaria Municipal da Fazenda (SF);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
207;11.05.13 Solicitações recebidas pelos canais SP156 para o serviço Limpeza da via pública após enchentes ou eventos;Gestão Pública,ODS São Paulo,Zeladoria;anual;Secretaria Municipal de Inovação e tecnologia (SMIT);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
208;Diferença percentual entre o rendimento do trabalho entre negros e não negros (%);Economia Trabalho e Renda;anual;Fundação Sistema Estadual de Análise de Dados (SEADE);False;2017.0;1.0;2022;False;Não;2021.0;-4.0
209;03.09.02 Sentinela VigiAR – capacitações de profissionais da saúde para melhoria dos registros;Meio Ambiente,ODS São Paulo,Saúde;anual;Ministério da Saúde, Secretaria Municipal da Saúde (SMS), Coordenadoria de Vigilância em Saúde, Divisão de Vigilância em Saúde Ambiental , Unidade de Vigilância em Saúde e Unidade Sentinela;False;2020.0;1.0;2022;False;Não;2021.0;-1.0
210;Número de atendimentos no SUS de crianças e adolescentes vítimas de violência sexual (por 100 mil hab);Segurança e Violência;anual;"Sistema de Informações para Vigilância de Violências e Acidentes (SIVVA)/Ministério da Saúde (MS); Secretaria Municipal da Saúde (SMS)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
211;16.03.05 Nota média de eficiência da Administração Municipal (0 a 10) no atendimento a reclamações e solicitações dos cidadãos junto à Ouvidoria Geral;Gestão Pública,ODS São Paulo;anual;Controladoria Geral do Município (CGM)/Ouvidoria Geral do Município(OGM);False;2021.0;1.0;2022;True;Sim;2021.0;0.0
212;Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Direitos da Cidadania (%);Finanças Públicas;anual;Secretaria Municipal da Fazenda (SF);False;2020.0;1.0;2022;False;Não;2021.0;-1.0
213;Número de mortes de ciclistas no trânsito;Mobilidade e Segurança no Trânsito;anual;"Secretaria de Segurança Pública (SSP), Companhia de Engenharia de Tráfego (CET); Secretaria Municipal de Mobilidade e Transportes (SMT)";False;2020.0;1.0;2022;False;Não;2021.0;-1.0
